user_id,movie_id,rating,title,action,adventure,animation,comedy,drama,fantasy,filmnoir,horror,imax,musical,mystery,other,romance,scifi,thriller,war,western
7,11,4.0,"American President, The (1995)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
69,12,3.0,Dracula: Dead and Loving It (1995),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
15,14,2.0,Nixon (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,14,3.0,Nixon (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,14,3.0,Nixon (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,14,3.0,Nixon (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,14,4.0,Nixon (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,15,2.0,Cutthroat Island (1995),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
69,15,1.0,Cutthroat Island (1995),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,15,3.0,Cutthroat Island (1995),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,15,4.0,Cutthroat Island (1995),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,16,3.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
88,16,4.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,16,4.5,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,16,5.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,16,3.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,16,4.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56,16,3.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,16,2.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,16,3.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,16,4.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,16,5.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,16,5.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,16,5.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,16,4.0,Casino (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,17,3.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
88,17,2.5,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
85,17,4.5,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
73,17,3.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
54,17,2.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
48,17,4.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
34,17,5.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32,17,4.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19,17,4.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
15,17,3.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14,17,5.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12,17,3.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,17,2.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
6,17,5.0,Sense and Sensibility (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24,18,5.0,Four Rooms (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,18,3.0,Four Rooms (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,18,3.0,Four Rooms (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,19,3.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,19,4.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,19,2.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,19,2.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,19,1.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
77,19,2.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72,19,3.5,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,19,4.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,19,3.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,19,3.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,19,3.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,19,3.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,19,3.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,19,3.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,19,2.5,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,19,3.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,19,3.5,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,19,1.0,Ace Ventura: When Nature Calls (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,20,4.0,Money Train (1995),1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
69,20,2.0,Money Train (1995),1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
54,20,3.0,Money Train (1995),1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
8,21,4.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
91,21,4.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
88,21,2.5,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
87,21,3.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
75,21,4.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
69,21,3.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
66,21,5.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
58,21,5.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
54,21,2.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
53,21,5.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
46,21,5.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38,21,1.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,21,4.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
29,21,3.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
26,21,4.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25,21,3.5,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
24,21,3.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
15,21,3.0,Get Shorty (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25,22,4.0,Copycat (1995),0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
93,22,5.0,Copycat (1995),0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
91,22,4.0,Copycat (1995),0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
88,22,1.0,Copycat (1995),0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
69,22,3.0,Copycat (1995),0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
54,22,3.0,Copycat (1995),0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
29,22,3.0,Copycat (1995),0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
26,22,3.0,Copycat (1995),0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
29,23,4.0,Assassins (1995),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,24,3.0,Powder (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
91,24,3.5,Powder (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
84,24,4.0,Powder (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
65,24,4.0,Powder (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,24,3.0,Powder (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,24,4.0,Powder (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7,24,3.0,Powder (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
10,25,4.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
100,25,4.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
74,25,5.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
69,25,3.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
67,25,5.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
56,25,4.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
54,25,2.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
48,25,5.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
46,25,5.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
39,25,4.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32,25,4.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
24,25,5.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
23,25,4.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
19,25,3.0,Leaving Las Vegas (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
43,28,4.5,Persuasion (1995),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,29,3.5,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
96,29,4.0,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
78,29,4.0,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
53,29,5.0,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
27,29,3.0,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
25,31,3.0,Dangerous Minds (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,31,3.0,Dangerous Minds (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,31,3.5,Dangerous Minds (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,31,4.0,Dangerous Minds (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,31,3.5,Dangerous Minds (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,31,4.5,Dangerous Minds (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,31,3.0,Dangerous Minds (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,31,4.0,Dangerous Minds (1995),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,32,3.5,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
100,32,3.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
96,32,4.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
95,32,4.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
91,32,4.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
88,32,3.5,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
77,32,3.5,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
72,32,5.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
69,32,5.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
58,32,5.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
